"GEO_ID","NAME","B25085_001E","B25085_001EA","B25085_001M","B25085_001MA","B25085_002E","B25085_002EA","B25085_002M","B25085_002MA","B25085_003E","B25085_003M","B25085_003MA","B25085_003EA","B25085_004E","B25085_004M","B25085_004MA","B25085_004EA","B25085_005E","B25085_005M","B25085_005MA","B25085_005EA","B25085_006E","B25085_006EA","B25085_006M","B25085_006MA","B25085_007E","B25085_007EA","B25085_007M","B25085_007MA","B25085_008E","B25085_008M","B25085_008MA","B25085_008EA","B25085_009E","B25085_009M","B25085_009MA","B25085_009EA","B25085_010E","B25085_010M","B25085_010MA","B25085_010EA","B25085_011E","B25085_011EA","B25085_011M","B25085_011MA","B25085_012E","B25085_012EA","B25085_012M","B25085_012MA","B25085_013E","B25085_013M","B25085_013MA","B25085_013EA","B25085_014E","B25085_014M","B25085_014MA","B25085_014EA","B25085_015E","B25085_015M","B25085_015MA","B25085_015EA","B25085_016E","B25085_016EA","B25085_016M","B25085_016MA","B25085_017E","B25085_017EA","B25085_017M","B25085_017MA","B25085_018E","B25085_018EA","B25085_018M","B25085_018MA","B25085_019E","B25085_019M","B25085_019MA","B25085_019EA","B25085_020E","B25085_020EA","B25085_020M","B25085_020MA","B25085_021E","B25085_021M","B25085_021MA","B25085_021EA","B25085_022E","B25085_022M","B25085_022MA","B25085_022EA","B25085_023E","B25085_023EA","B25085_023M","B25085_023MA","B25085_024E","B25085_024EA","B25085_024M","B25085_024MA","B25085_025E","B25085_025EA","B25085_025M","B25085_025MA","B25085_026E","B25085_026M","B25085_026MA","B25085_026EA","B25085_027E","B25085_027M","B25085_027MA","B25085_027EA",
"0500000US72005","Aguadilla Municipio, Puerto Rico","233","null","101","null","0","null","34","null","7","13","null","null","0","34","null","null","54","56","null","null","28","null","33","null","0","null","34","null","0","34","null","null","26","29","null","null","13","21","null","null","0","null","34","null","36","null","42","null","0","34","null","null","0","34","null","null","22","35","null","null","0","null","34","null","0","null","34","null","0","null","34","null","0","34","null","null","17","null","28","null","11","17","null","null","19","30","null","null","0","null","34","null","0","null","34","null","0","null","34","null","0","34","null","null","0","34","null","null",
"0500000US72007","Aguas Buenas Municipio, Puerto Rico","75","null","58","null","0","null","27","null","24","29","null","null","0","27","null","null","0","27","null","null","0","null","27","null","0","null","27","null","0","27","null","null","0","27","null","null","0","27","null","null","0","null","27","null","26","null","30","null","0","27","null","null","0","27","null","null","0","27","null","null","0","null","27","null","0","null","27","null","0","null","27","null","0","27","null","null","0","null","27","null","25","41","null","null","0","27","null","null","0","null","27","null","0","null","27","null","0","null","27","null","0","27","null","null","0","27","null","null",
"0500000US72009","Aibonito Municipio, Puerto Rico","61","null","48","null","0","null","27","null","0","27","null","null","0","27","null","null","17","26","null","null","0","null","27","null","0","null","27","null","0","27","null","null","0","27","null","null","0","27","null","null","0","null","27","null","13","null","20","null","0","27","null","null","0","27","null","null","16","26","null","null","0","null","27","null","0","null","27","null","0","null","27","null","0","27","null","null","0","null","27","null","15","24","null","null","0","27","null","null","0","null","27","null","0","null","27","null","0","null","27","null","0","27","null","null","0","27","null","null",
"0500000US72011","Añasco Municipio, Puerto Rico","150","null","80","null","0","null","27","null","14","21","null","null","0","27","null","null","0","27","null","null","0","null","27","null","0","null","27","null","0","27","null","null","17","27","null","null","0","27","null","null","0","null","27","null","13","null","21","null","22","36","null","null","0","27","null","null","30","33","null","null","38","null","60","null","0","null","27","null","0","null","27","null","0","27","null","null","16","null","27","null","0","27","null","null","0","27","null","null","0","null","27","null","0","null","27","null","0","null","27","null","0","27","null","null","0","27","null","null",
"0500000US72013","Arecibo Municipio, Puerto Rico","539","null","141","null","0","null","34","null","56","57","null","null","25","28","null","null","0","34","null","null","71","null","62","null","0","null","34","null","0","34","null","null","96","63","null","null","0","34","null","null","8","null","12","null","78","null","64","null","0","34","null","null","36","36","null","null","88","67","null","null","39","null","49","null","0","null","34","null","0","null","34","null","23","36","null","null","0","null","34","null","0","34","null","null","19","30","null","null","0","null","34","null","0","null","34","null","0","null","34","null","0","34","null","null","0","34","null","null",
"0500000US72015","Arroyo Municipio, Puerto Rico","137","null","82","null","0","null","23","null","0","23","null","null","0","23","null","null","0","23","null","null","0","null","23","null","0","null","23","null","0","23","null","null","0","23","null","null","0","23","null","null","17","null","28","null","0","null","23","null","34","40","null","null","34","32","null","null","0","23","null","null","30","null","48","null","0","null","23","null","0","null","23","null","22","35","null","null","0","null","23","null","0","23","null","null","0","23","null","null","0","null","23","null","0","null","23","null","0","null","23","null","0","23","null","null","0","23","null","null",
"0500000US72017","Barceloneta Municipio, Puerto Rico","165","null","97","null","0","null","27","null","0","27","null","null","0","27","null","null","0","27","null","null","0","null","27","null","0","null","27","null","0","27","null","null","0","27","null","null","0","27","null","null","50","null","59","null","42","null","48","null","0","27","null","null","16","26","null","null","20","34","null","null","13","null","22","null","0","null","27","null","0","null","27","null","24","38","null","null","0","null","27","null","0","27","null","null","0","27","null","null","0","null","27","null","0","null","27","null","0","null","27","null","0","27","null","null","0","27","null","null",
"0500000US72019","Barranquitas Municipio, Puerto Rico","328","null","155","null","0","null","27","null","0","27","null","null","0","27","null","null","0","27","null","null","23","null","37","null","0","null","27","null","0","27","null","null","0","27","null","null","17","26","null","null","19","null","30","null","56","null","66","null","106","100","null","null","42","51","null","null","25","29","null","null","40","null","45","null","0","null","27","null","0","null","27","null","0","27","null","null","0","null","27","null","0","27","null","null","0","27","null","null","0","null","27","null","0","null","27","null","0","null","27","null","0","27","null","null","0","27","null","null",
"0500000US72021","Bayamón Municipio, Puerto Rico","2117","null","317","null","0","null","34","null","0","34","null","null","0","34","null","null","56","53","null","null","0","null","34","null","0","null","34","null","0","34","null","null","73","71","null","null","217","120","null","null","89","null","69","null","151","null","97","null","369","124","null","null","118","71","null","null","581","139","null","null","230","null","85","null","71","null","59","null","0","null","34","null","85","66","null","null","46","null","43","null","31","36","null","null","0","34","null","null","0","null","34","null","0","null","34","null","0","null","34","null","0","34","null","null","0","34","null","null",
"0500000US72023","Cabo Rojo Municipio, Puerto Rico","344","null","127","null","0","null","30","null","0","30","null","null","28","46","null","null","0","30","null","null","0","null","30","null","0","null","30","null","0","30","null","null","0","30","null","null","0","30","null","null","21","null","34","null","28","null","31","null","26","29","null","null","0","30","null","null","65","63","null","null","28","null","46","null","16","null","26","null","33","null","39","null","50","49","null","null","0","null","30","null","0","30","null","null","14","22","null","null","0","null","30","null","23","null","37","null","12","null","20","null","0","30","null","null","0","30","null","null",
"0500000US72025","Caguas Municipio, Puerto Rico","918","null","204","null","0","null","34","null","0","34","null","null","0","34","null","null","0","34","null","null","0","null","34","null","0","null","34","null","0","34","null","null","0","34","null","null","0","34","null","null","101","null","85","null","32","null","36","null","155","80","null","null","152","102","null","null","171","105","null","null","124","null","89","null","136","null","92","null","13","null","20","null","17","28","null","null","17","null","28","null","0","34","null","null","0","34","null","null","0","null","34","null","0","null","34","null","0","null","34","null","0","34","null","null","0","34","null","null",
"0500000US72027","Camuy Municipio, Puerto Rico","315","null","137","null","0","null","30","null","0","30","null","null","0","30","null","null","0","30","null","null","0","null","30","null","0","null","30","null","0","30","null","null","0","30","null","null","0","30","null","null","0","null","30","null","0","null","30","null","65","60","null","null","94","91","null","null","0","30","null","null","92","null","67","null","50","null","58","null","0","null","30","null","14","22","null","null","0","null","30","null","0","30","null","null","0","30","null","null","0","null","30","null","0","null","30","null","0","null","30","null","0","30","null","null","0","30","null","null",
"0500000US72029","Canóvanas Municipio, Puerto Rico","166","null","76","null","0","null","30","null","0","30","null","null","0","30","null","null","0","30","null","null","0","null","30","null","14","null","22","null","17","27","null","null","0","30","null","null","0","30","null","null","10","null","16","null","18","null","28","null","17","27","null","null","0","30","null","null","50","41","null","null","40","null","38","null","0","null","30","null","0","null","30","null","0","30","null","null","0","null","30","null","0","30","null","null","0","30","null","null","0","null","30","null","0","null","30","null","0","null","30","null","0","30","null","null","0","30","null","null",
"0500000US72031","Carolina Municipio, Puerto Rico","1283","null","309","null","0","null","34","null","0","34","null","null","0","34","null","null","45","52","null","null","0","null","34","null","31","null","49","null","22","36","null","null","13","22","null","null","0","34","null","null","35","null","40","null","16","null","27","null","54","51","null","null","146","86","null","null","335","160","null","null","217","null","100","null","58","null","53","null","150","null","104","null","123","78","null","null","0","null","34","null","38","62","null","null","0","34","null","null","0","null","34","null","0","null","34","null","0","null","34","null","0","34","null","null","0","34","null","null",
"0500000US72033","Cataño Municipio, Puerto Rico","237","null","87","null","0","null","27","null","0","27","null","null","0","27","null","null","0","27","null","null","0","null","27","null","0","null","27","null","0","27","null","null","0","27","null","null","0","27","null","null","16","null","26","null","10","null","15","null","0","27","null","null","27","32","null","null","34","38","null","null","18","null","21","null","13","null","21","null","46","null","46","null","39","37","null","null","18","null","28","null","16","27","null","null","0","27","null","null","0","null","27","null","0","null","27","null","0","null","27","null","0","27","null","null","0","27","null","null",
"0500000US72035","Cayey Municipio, Puerto Rico","233","null","104","null","0","null","30","null","0","30","null","null","0","30","null","null","0","30","null","null","0","null","30","null","9","null","14","null","0","30","null","null","0","30","null","null","0","30","null","null","0","null","30","null","30","null","34","null","33","27","null","null","37","41","null","null","63","60","null","null","12","null","21","null","0","null","30","null","49","null","60","null","0","30","null","null","0","null","30","null","0","30","null","null","0","30","null","null","0","null","30","null","0","null","30","null","0","null","30","null","0","30","null","null","0","30","null","null",
"0500000US72037","Ceiba Municipio, Puerto Rico","159","null","92","null","0","null","23","null","0","23","null","null","0","23","null","null","23","37","null","null","0","null","23","null","30","null","36","null","0","23","null","null","23","36","null","null","18","28","null","null","35","null","48","null","22","null","35","null","0","23","null","null","0","23","null","null","0","23","null","null","8","null","13","null","0","null","23","null","0","null","23","null","0","23","null","null","0","null","23","null","0","23","null","null","0","23","null","null","0","null","23","null","0","null","23","null","0","null","23","null","0","23","null","null","0","23","null","null",
"0500000US72039","Ciales Municipio, Puerto Rico","79","null","50","null","0","null","23","null","0","23","null","null","0","23","null","null","0","23","null","null","0","null","23","null","0","null","23","null","0","23","null","null","10","15","null","null","13","20","null","null","13","null","21","null","0","null","23","null","14","23","null","null","15","23","null","null","0","23","null","null","0","null","23","null","0","null","23","null","0","null","23","null","0","23","null","null","0","null","23","null","14","23","null","null","0","23","null","null","0","null","23","null","0","null","23","null","0","null","23","null","0","23","null","null","0","23","null","null",
"0500000US72041","Cidra Municipio, Puerto Rico","373","null","120","null","0","null","30","null","0","30","null","null","0","30","null","null","16","27","null","null","0","null","30","null","0","null","30","null","0","30","null","null","56","53","null","null","0","30","null","null","38","null","36","null","0","null","30","null","0","30","null","null","47","36","null","null","0","30","null","null","129","null","69","null","60","null","48","null","13","null","20","null","14","21","null","null","0","null","30","null","0","30","null","null","0","30","null","null","0","null","30","null","0","null","30","null","0","null","30","null","0","30","null","null","0","30","null","null",
"0500000US72043","Coamo Municipio, Puerto Rico","222","null","99","null","0","null","30","null","0","30","null","null","0","30","null","null","0","30","null","null","0","null","30","null","0","null","30","null","0","30","null","null","0","30","null","null","0","30","null","null","10","null","16","null","17","null","27","null","0","30","null","null","10","16","null","null","17","27","null","null","117","null","73","null","37","null","41","null","14","null","23","null","0","30","null","null","0","null","30","null","0","30","null","null","0","30","null","null","0","null","30","null","0","null","30","null","0","null","30","null","0","30","null","null","0","30","null","null",
"0500000US72045","Comerío Municipio, Puerto Rico","123","null","70","null","0","null","23","null","0","23","null","null","0","23","null","null","0","23","null","null","0","null","23","null","0","null","23","null","25","29","null","null","41","46","null","null","0","23","null","null","26","null","29","null","0","null","23","null","0","23","null","null","14","22","null","null","17","27","null","null","0","null","23","null","0","null","23","null","0","null","23","null","0","23","null","null","0","null","23","null","0","23","null","null","0","23","null","null","0","null","23","null","0","null","23","null","0","null","23","null","0","23","null","null","0","23","null","null",
"0500000US72047","Corozal Municipio, Puerto Rico","236","null","140","null","0","null","30","null","0","30","null","null","0","30","null","null","0","30","null","null","0","null","30","null","0","null","30","null","0","30","null","null","0","30","null","null","0","30","null","null","29","null","48","null","0","null","30","null","0","30","null","null","0","30","null","null","51","49","null","null","0","null","30","null","124","null","104","null","0","null","30","null","0","30","null","null","32","null","51","null","0","30","null","null","0","30","null","null","0","null","30","null","0","null","30","null","0","null","30","null","0","30","null","null","0","30","null","null",
"0500000US72049","Culebra Municipio, Puerto Rico","17","null","14","null","0","null","14","null","0","14","null","null","0","14","null","null","0","14","null","null","0","null","14","null","0","null","14","null","0","14","null","null","0","14","null","null","0","14","null","null","0","null","14","null","0","null","14","null","0","14","null","null","0","14","null","null","0","14","null","null","0","null","14","null","0","null","14","null","0","null","14","null","0","14","null","null","4","null","7","null","9","10","null","null","0","14","null","null","0","null","14","null","0","null","14","null","4","null","7","null","0","14","null","null","0","14","null","null",
"0500000US72051","Dorado Municipio, Puerto Rico","331","null","136","null","0","null","30","null","0","30","null","null","0","30","null","null","0","30","null","null","0","null","30","null","0","null","30","null","0","30","null","null","0","30","null","null","0","30","null","null","0","null","30","null","0","null","30","null","0","30","null","null","0","30","null","null","0","30","null","null","70","null","61","null","91","null","81","null","41","null","47","null","55","55","null","null","9","null","13","null","31","49","null","null","16","26","null","null","0","null","30","null","0","null","30","null","18","null","30","null","0","30","null","null","0","30","null","null",
"0500000US72053","Fajardo Municipio, Puerto Rico","460","null","143","null","0","null","30","null","0","30","null","null","0","30","null","null","0","30","null","null","13","null","22","null","0","null","30","null","0","30","null","null","17","29","null","null","102","80","null","null","32","null","39","null","16","null","27","null","18","29","null","null","46","41","null","null","97","61","null","null","0","null","30","null","26","null","32","null","22","null","36","null","71","53","null","null","0","null","30","null","0","30","null","null","0","30","null","null","0","null","30","null","0","null","30","null","0","null","30","null","0","30","null","null","0","30","null","null",
"0500000US72054","Florida Municipio, Puerto Rico","0","null","23","null","0","null","23","null","0","23","null","null","0","23","null","null","0","23","null","null","0","null","23","null","0","null","23","null","0","23","null","null","0","23","null","null","0","23","null","null","0","null","23","null","0","null","23","null","0","23","null","null","0","23","null","null","0","23","null","null","0","null","23","null","0","null","23","null","0","null","23","null","0","23","null","null","0","null","23","null","0","23","null","null","0","23","null","null","0","null","23","null","0","null","23","null","0","null","23","null","0","23","null","null","0","23","null","null",
"0500000US72055","Guánica Municipio, Puerto Rico","658","null","138","null","0","null","23","null","0","23","null","null","0","23","null","null","0","23","null","null","44","null","41","null","0","null","23","null","0","23","null","null","0","23","null","null","144","66","null","null","74","null","50","null","38","null","37","null","30","34","null","null","36","35","null","null","79","56","null","null","0","null","23","null","0","null","23","null","77","null","51","null","41","40","null","null","61","null","50","null","0","23","null","null","0","23","null","null","34","null","34","null","0","null","23","null","0","null","23","null","0","23","null","null","0","23","null","null",
"0500000US72057","Guayama Municipio, Puerto Rico","308","null","142","null","0","null","30","null","0","30","null","null","0","30","null","null","0","30","null","null","0","null","30","null","33","null","40","null","0","30","null","null","39","63","null","null","46","54","null","null","70","null","68","null","0","null","30","null","21","34","null","null","0","30","null","null","14","23","null","null","0","null","30","null","0","null","30","null","0","null","30","null","0","30","null","null","85","null","79","null","0","30","null","null","0","30","null","null","0","null","30","null","0","null","30","null","0","null","30","null","0","30","null","null","0","30","null","null",
"0500000US72059","Guayanilla Municipio, Puerto Rico","35","null","39","null","0","null","23","null","0","23","null","null","0","23","null","null","0","23","null","null","0","null","23","null","0","null","23","null","0","23","null","null","0","23","null","null","0","23","null","null","0","null","23","null","0","null","23","null","0","23","null","null","0","23","null","null","17","27","null","null","0","null","23","null","0","null","23","null","0","null","23","null","18","28","null","null","0","null","23","null","0","23","null","null","0","23","null","null","0","null","23","null","0","null","23","null","0","null","23","null","0","23","null","null","0","23","null","null",
"0500000US72061","Guaynabo Municipio, Puerto Rico","1640","null","278","null","0","null","34","null","0","34","null","null","0","34","null","null","0","34","null","null","0","null","34","null","10","null","16","null","0","34","null","null","0","34","null","null","0","34","null","null","21","null","19","null","65","null","67","null","67","56","null","null","137","84","null","null","388","131","null","null","394","null","143","null","99","null","75","null","215","null","117","null","132","93","null","null","61","null","64","null","41","39","null","null","0","34","null","null","0","null","34","null","0","null","34","null","10","null","15","null","0","34","null","null","0","34","null","null",
