"GEO_ID","NAME","B05001_001E","B05001_001M","B05001_001MA","B05001_001EA","B05001_002E","B05001_002M","B05001_002MA","B05001_002EA","B05001_003E","B05001_003M","B05001_003MA","B05001_003EA","B05001_004E","B05001_004EA","B05001_004M","B05001_004MA","B05001_005E","B05001_005M","B05001_005MA","B05001_005EA","B05001_006E","B05001_006M","B05001_006MA","B05001_006EA",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Annotation of Estimate!!Total","Estimate!!Total!!U.S. citizen, born in the United States","Margin of Error!!Total!!U.S. citizen, born in the United States","Annotation of Margin of Error!!Total!!U.S. citizen, born in the United States","Annotation of Estimate!!Total!!U.S. citizen, born in the United States","Estimate!!Total!!U.S. citizen, born in Puerto Rico or U.S. Island Areas","Margin of Error!!Total!!U.S. citizen, born in Puerto Rico or U.S. Island Areas","Annotation of Margin of Error!!Total!!U.S. citizen, born in Puerto Rico or U.S. Island Areas","Annotation of Estimate!!Total!!U.S. citizen, born in Puerto Rico or U.S. Island Areas","Estimate!!Total!!U.S. citizen, born abroad of American parent(s)","Annotation of Estimate!!Total!!U.S. citizen, born abroad of American parent(s)","Margin of Error!!Total!!U.S. citizen, born abroad of American parent(s)","Annotation of Margin of Error!!Total!!U.S. citizen, born abroad of American parent(s)","Estimate!!Total!!U.S. citizen by naturalization","Margin of Error!!Total!!U.S. citizen by naturalization","Annotation of Margin of Error!!Total!!U.S. citizen by naturalization","Annotation of Estimate!!Total!!U.S. citizen by naturalization","Estimate!!Total!!Not a U.S. citizen","Margin of Error!!Total!!Not a U.S. citizen","Annotation of Margin of Error!!Total!!Not a U.S. citizen","Annotation of Estimate!!Total!!Not a U.S. citizen",
"0500000US17143","Peoria County, Illinois","184463","*****","*****","null","172948","605","null","null","217","125","null","null","1051","null","284","null","4381","492","null","null","5866","509","null","null",
"0500000US17145","Perry County, Illinois","21384","*****","*****","null","21098","98","null","null","0","20","null","null","50","null","53","null","121","78","null","null","115","62","null","null",
"0500000US17147","Piatt County, Illinois","16427","*****","*****","null","16157","93","null","null","26","32","null","null","55","null","41","null","97","59","null","null","92","47","null","null",
"0500000US17149","Pike County, Illinois","15754","*****","*****","null","15643","34","null","null","2","3","null","null","42","null","28","null","44","23","null","null","23","20","null","null",
"0500000US17151","Pope County, Illinois","4249","*****","*****","null","4212","19","null","null","0","11","null","null","0","null","11","null","23","16","null","null","14","13","null","null",
"0500000US17153","Pulaski County, Illinois","5611","*****","*****","null","5516","44","null","null","4","7","null","null","23","null","19","null","18","14","null","null","50","38","null","null",
"0500000US17155","Putnam County, Illinois","5746","*****","*****","null","5576","64","null","null","0","15","null","null","2","null","3","null","103","57","null","null","65","56","null","null",
"0500000US17157","Randolph County, Illinois","32546","*****","*****","null","32008","105","null","null","19","20","null","null","92","null","46","null","147","62","null","null","280","79","null","null",
"0500000US17159","Richland County, Illinois","15881","*****","*****","null","15493","126","null","null","0","17","null","null","49","null","37","null","109","75","null","null","230","105","null","null",
"0500000US17161","Rock Island County, Illinois","145275","*****","*****","null","132457","833","null","null","271","129","null","null","949","null","230","null","4637","539","null","null","6961","665","null","null",
"0500000US17163","St. Clair County, Illinois","263463","*****","*****","null","252113","742","null","null","335","116","null","null","3326","null","492","null","3686","350","null","null","4003","498","null","null",
"0500000US17165","Saline County, Illinois","24231","*****","*****","null","23819","90","null","null","9","11","null","null","157","null","68","null","194","64","null","null","52","51","null","null",
"0500000US17167","Sangamon County, Illinois","197661","*****","*****","null","190558","510","null","null","102","60","null","null","904","null","196","null","2887","390","null","null","3210","331","null","null",
"0500000US17169","Schuyler County, Illinois","7064","*****","*****","null","6934","66","null","null","0","15","null","null","10","null","11","null","5","8","null","null","115","65","null","null",
"0500000US17171","Scott County, Illinois","5047","*****","*****","null","4973","26","null","null","1","3","null","null","30","null","26","null","15","14","null","null","28","17","null","null",
"0500000US17173","Shelby County, Illinois","21832","*****","*****","null","21715","64","null","null","0","20","null","null","52","null","39","null","24","27","null","null","41","36","null","null",
"0500000US17175","Stark County, Illinois","5500","*****","*****","null","5411","35","null","null","0","15","null","null","9","null","10","null","31","19","null","null","49","26","null","null",
"0500000US17177","Stephenson County, Illinois","45433","*****","*****","null","44263","231","null","null","18","30","null","null","129","null","55","null","523","173","null","null","500","161","null","null",
"0500000US17179","Tazewell County, Illinois","133852","*****","*****","null","130539","335","null","null","77","52","null","null","605","null","186","null","1377","232","null","null","1254","270","null","null",
"0500000US17181","Union County, Illinois","17127","*****","*****","null","16461","131","null","null","25","30","null","null","100","null","70","null","243","88","null","null","298","86","null","null",
"0500000US17183","Vermilion County, Illinois","78407","*****","*****","null","76264","232","null","null","73","48","null","null","378","null","119","null","715","159","null","null","977","233","null","null",
"0500000US17185","Wabash County, Illinois","11573","*****","*****","null","11273","79","null","null","11","12","null","null","62","null","35","null","70","43","null","null","157","71","null","null",
"0500000US17187","Warren County, Illinois","17338","*****","*****","null","16329","204","null","null","0","17","null","null","161","null","155","null","202","97","null","null","646","166","null","null",
"0500000US17189","Washington County, Illinois","14155","*****","*****","null","13981","46","null","null","29","31","null","null","29","null","18","null","71","25","null","null","45","29","null","null",
"0500000US17191","Wayne County, Illinois","16487","*****","*****","null","16324","77","null","null","10","15","null","null","42","null","33","null","31","16","null","null","80","64","null","null",
"0500000US17193","White County, Illinois","14025","*****","*****","null","13815","57","null","null","19","22","null","null","16","null","18","null","93","56","null","null","82","59","null","null",
"0500000US17195","Whiteside County, Illinois","56396","*****","*****","null","54080","362","null","null","142","100","null","null","385","null","154","null","845","226","null","null","944","196","null","null",
"0500000US17197","Will County, Illinois","688697","*****","*****","null","599845","2209","null","null","1807","371","null","null","3700","null","504","null","46077","1517","null","null","37268","1724","null","null",
"0500000US17199","Williamson County, Illinois","67299","*****","*****","null","65738","280","null","null","72","59","null","null","351","null","131","null","625","192","null","null","513","136","null","null",
"0500000US17201","Winnebago County, Illinois","286174","*****","*****","null","259386","1222","null","null","823","286","null","null","1928","null","363","null","11812","935","null","null","12225","999","null","null",
"0500000US17203","Woodford County, Illinois","38817","*****","*****","null","38124","139","null","null","0","23","null","null","192","null","80","null","428","107","null","null","73","43","null","null",
"0500000US18001","Adams County, Indiana","35195","*****","*****","null","34687","137","null","null","0","24","null","null","146","null","88","null","210","93","null","null","152","76","null","null",
"0500000US18003","Allen County, Indiana","370016","*****","*****","null","343679","1078","null","null","468","171","null","null","1843","null","285","null","11563","893","null","null","12463","940","null","null",
"0500000US18005","Bartholomew County, Indiana","81893","*****","*****","null","73046","657","null","null","47","46","null","null","280","null","109","null","1445","271","null","null","7075","716","null","null",
"0500000US18007","Benton County, Indiana","8667","*****","*****","null","8496","60","null","null","13","21","null","null","13","null","19","null","64","36","null","null","81","33","null","null",
"0500000US18009","Blackford County, Indiana","12129","*****","*****","null","11891","113","null","null","0","18","null","null","47","null","44","null","96","52","null","null","95","79","null","null",
"0500000US18011","Boone County, Indiana","64321","*****","*****","null","61353","369","null","null","109","88","null","null","416","null","156","null","1079","205","null","null","1364","317","null","null",
"0500000US18013","Brown County, Indiana","15034","*****","*****","null","14673","130","null","null","0","18","null","null","102","null","81","null","198","100","null","null","61","45","null","null",
"0500000US18015","Carroll County, Indiana","19994","*****","*****","null","19327","145","null","null","2","4","null","null","80","null","58","null","280","121","null","null","305","124","null","null",
"0500000US18017","Cass County, Indiana","38084","*****","*****","null","34252","359","null","null","100","95","null","null","290","null","169","null","877","239","null","null","2565","363","null","null",
"0500000US18019","Clark County, Indiana","115702","*****","*****","null","110879","499","null","null","186","112","null","null","503","null","139","null","2030","333","null","null","2104","354","null","null",
"0500000US18021","Clay County, Indiana","26268","*****","*****","null","25945","102","null","null","0","21","null","null","104","null","62","null","159","72","null","null","60","33","null","null",
"0500000US18023","Clinton County, Indiana","32301","*****","*****","null","29893","268","null","null","34","44","null","null","126","null","77","null","544","147","null","null","1704","301","null","null",
